audio,audio_filepath,data_type,transcription
1878274529_460332_460336_28879,/train/date/voices/1878274529_460332_460336_28879.ogg,dat,Vartın ikisi 1978-ciyət.
828296631_453222_453229_30288,/train/date/voices/828296631_453222_453229_30288.ogg,dat,30 Sentiabr 1937
954206432_424307_424308_27436,/train/date/voices/954206432_424307_424308_27436.ogg,dat,"1925 год, 4 мая."
341881303_440710_440713_28254,/train/date/voices/341881303_440710_440713_28254.ogg,dat,Şimdi bunun altısı 1944. yıl.
1051072005_434403_434404_31014,/train/date/voices/1051072005_434403_434404_31014.ogg,dat,2 Dekabr 1913
5028632961_421202_421205_27978,/train/date/voices/5028632961_421202_421205_27978.ogg,dat,1968-ci ilin yanvarın 5-i
341881303_440882_440885_29464,/train/date/voices/341881303_440882_440885_29464.ogg,dat,1902 1939
910545275_415527_415528_31964,/train/date/voices/910545275_415527_415528_31964.ogg,dat,35'in sentyabır ayı
763941567_452189_452195_29231,/train/date/voices/763941567_452189_452195_29231.ogg,dat,21.05.1975
1043664892_428899_428900_30155,/train/date/voices/1043664892_428899_428900_30155.ogg,dat,0105939
1082554792_481165_481172_30338,/train/date/voices/1082554792_481165_481172_30338.ogg,dat,23 avqust 1975
527731854_461991_461997_30510,/train/date/voices/527731854_461991_461997_30510.ogg,dat,29 июня 1962
1201653758_471710_471753_31748,/train/date/voices/1201653758_471710_471753_31748.ogg,dat,47-нін сентия бұл айы.
1269496718_431701_431702_31278,/train/date/voices/1269496718_431701_431702_31278.ogg,dat,Ерміпешін яң барай.
2016758610_475491_475497_31544,/train/date/voices/2016758610_475491_475497_31544.ogg,dat,82-nin mart ayı
1082554792_473515_473540_29816,/train/date/voices/1082554792_473515_473540_29816.ogg,dat,"На улице, на улице, на улице."
828296631_454767_454772_31394,/train/date/voices/828296631_454767_454772_31394.ogg,dat,55'in dekabır ayı
763941567_452583_452591_30232,/train/date/voices/763941567_452583_452591_30232.ogg,dat,Beşte Kabab 2018
1051072005_444167_444168_31006,/train/date/voices/1051072005_444167_444168_31006.ogg,dat,24 İYUN 1912
1013880018_470763_470773_29235,/train/date/voices/1013880018_470763_470773_29235.ogg,dat,ონდორს სეფრებეშმინ დყვისდოხსა.
763941567_431589_431590_30610,/train/date/voices/763941567_431589_431590_30610.ogg,dat,13. İyon 2025
954206432_432641_432644_31772,/train/date/voices/954206432_432641_432644_31772.ogg,dat,19.Avgust
1268975918_426252_426253_30438,/train/date/voices/1268975918_426252_426253_30438.ogg,dat,24.07.1935
910545275_414997_414998_31448,/train/date/voices/910545275_414997_414998_31448.ogg,dat,İzmir içinin mayayı
1269496718_437160_437169_31738,/train/date/voices/1269496718_437160_437169_31738.ogg,dat,Вот у звучим февралае.
1878274529_449515_449518_31574,/train/date/voices/1878274529_449515_449518_31574.ogg,dat,76'nın Mart ayı.
910545275_415061_415062_27445,/train/date/voices/910545275_415061_415062_27445.ogg,dat,1959 ilin avqustun 10-u
713611046_476274_476297_27566,/train/date/voices/713611046_476274_476297_27566.ogg,dat,1905 yılın 22. ayı
815993798_452780_452792_28050,/train/date/voices/815993798_452780_452792_28050.ogg,dat,1983-cü ilin avqustun 8-ci
1297961140_476634_476649_28286,/train/date/voices/1297961140_476634_476649_28286.ogg,dat,Martın 10-nu 1988-ci il
329749591_487396_487397_29739,/train/date/voices/329749591_487396_487397_29739.ogg,dat,9 İYUN 2017
828296631_454288_454300_29210,/train/date/voices/828296631_454288_454300_29210.ogg,dat,13.09.1997
919361428_427775_427776_31392,/train/date/voices/919361428_427775_427776_31392.ogg,dat,11'in dekabrayı
1201653758_469198_469217_30326,/train/date/voices/1201653758_469198_469217_30326.ogg,dat,15 May 2000
5591209497_456400_456410_27771,/train/date/voices/5591209497_456400_456410_27771.ogg,dat,1997-і елін Октябрын 3-ү.
1082554792_448706_448712_30054,/train/date/voices/1082554792_448706_448712_30054.ogg,dat,05.01.1976
976055738_473116_473143_28953,/train/date/voices/976055738_473116_473143_28953.ogg,dat,"APRIL 15, 1991"
976055738_453263_453279_28736,/train/date/voices/976055738_453263_453279_28736.ogg,dat,İYUN 19-U ÇİM 23-ÜNCƏ İL
1201653758_463807_463811_28959,/train/date/voices/1201653758_463807_463811_28959.ogg,dat,SENTİABRAN 3'Ü 2006. İL
705098248_421060_421063_31255,/train/date/voices/705098248_421060_421063_31255.ogg,dat,66'nın Sentiabroy
2016758610_469113_469126_31813,/train/date/voices/2016758610_469113_469126_31813.ogg,dat,66-ның феврал айы
954206432_432691_432694_27456,/train/date/voices/954206432_432691_432694_27456.ogg,dat,2003. Sintiabrın 25'i
1297961140_471296_471300_31347,/train/date/voices/1297961140_471296_471300_31347.ogg,dat,24'ün mayayı
1013880018_451925_451934_28859,/train/date/voices/1013880018_451925_451934_28859.ogg,dat,Dekabr 19-1992-ci il
892642911_453107_453111_31364,/train/date/voices/892642911_453107_453111_31364.ogg,dat,99-ғын Сентябрағы
575298922_418559_418560_29265,/train/date/voices/575298922_418559_418560_29265.ogg,dat,07.08.1970
341881303_438795_438799_29536,/train/date/voices/341881303_438795_438799_29536.ogg,dat,پیش سفر بیٹھ مندوق پیو سیسینکی
341881303_439218_439223_28131,/train/date/voices/341881303_439218_439223_28131.ogg,dat,1904. yılın Mayın 9'u
329749591_487322_487323_30515,/train/date/voices/329749591_487322_487323_30515.ogg,dat,Tu je dokuza što tu.
1128232293_448129_448144_31958,/train/date/voices/1128232293_448129_448144_31958.ogg,dat,51'in dekabrayı
1009209372_480037_480044_28838,/train/date/voices/1009209372_480037_480044_28838.ogg,dat,Martın 8.077.
527731854_457153_457160_27426,/train/date/voices/527731854_457153_457160_27426.ogg,dat,19 de zile inapoi a venit in viața mea
5591209497_457693_457700_31462,/train/date/voices/5591209497_457693_457700_31462.ogg,dat,52-nin dekabr ayı
1128232293_456959_456977_27266,/train/date/voices/1128232293_456959_456977_27266.ogg,dat,"1976 год, 9 сентября."
809763511_483221_483233_28182,/train/date/voices/809763511_483221_483233_28182.ogg,dat,Августын 20-і 1931-ді
892642911_471243_471258_28820,/train/date/voices/892642911_471243_471258_28820.ogg,dat,Mayın 6-sı 1998-ci il
5196964268_443296_443299_31694,/train/date/voices/5196964268_443296_443299_31694.ogg,dat,68-і сентябрай
1013880018_445150_445155_31065,/train/date/voices/1013880018_445150_445155_31065.ogg,dat,3 dekabr 1999
619589413_436490_436495_31048,/train/date/voices/619589413_436490_436495_31048.ogg,dat,7 Dekabr 1924
1201653758_470752_470764_27659,/train/date/voices/1201653758_470752_470764_27659.ogg,dat,1944-дің мартын 26-сы
314849420_421859_421860_30779,/train/date/voices/314849420_421859_421860_30779.ogg,dat,25 Avgust 1994
640339050_481498_481512_31234,/train/date/voices/640339050_481498_481512_31234.ogg,dat,43'ün mayayı
341881303_439437_439449_28713,/train/date/voices/341881303_439437_439449_28713.ogg,dat,Naya Brun 13'ü 2002. il.
1878274529_428025_428026_30889,/train/date/voices/1878274529_428025_428026_30889.ogg,dat,5 Oktyabr 1932
575298922_459910_459911_30446,/train/date/voices/575298922_459910_459911_30446.ogg,dat,22 sentyabr 1905
763941567_459896_459901_30229,/train/date/voices/763941567_459896_459901_30229.ogg,dat,Ոնույչ տեկաբա մինտոգ կուզ գղբիր։
1051072005_433197_433200_31129,/train/date/voices/1051072005_433197_433200_31129.ogg,dat,14 mard 1988
619589413_437608_437614_30327,/train/date/voices/619589413_437608_437614_30327.ogg,dat,8 iyum 1928
341881303_440690_440691_28469,/train/date/voices/341881303_440690_440691_28469.ogg,dat,"Oktyabrın 18-ci, 1953-cü il"
1051072005_444511_444512_31804,/train/date/voices/1051072005_444511_444512_31804.ogg,dat,94'ün mayayı
713611046_453903_457757_29770,/train/date/voices/713611046_453903_457757_29770.ogg,dat,06.04.2004
619589413_447163_447171_28288,/train/date/voices/619589413_447163_447171_28288.ogg,dat,APREL'İN 31'İ 1973. İL
2016758610_482886_482900_27301,/train/date/voices/2016758610_482886_482900_27301.ogg,dat,1988-ci ilin sentyabrın 26-su
671891258_471891_471900_28057,/train/date/voices/671891258_471891_471900_28057.ogg,dat,1957-ci ilin noyabrın 4-dü
1082554792_471726_471805_28762,/train/date/voices/1082554792_471726_471805_28762.ogg,dat,Mayın 4-ü 1914-cü il.
892642911_473283_473298_28327,/train/date/voices/892642911_473283_473298_28327.ogg,dat,Oktubrun 19-u 1977-ci il
1043664892_446814_446819_29414,/train/date/voices/1043664892_446814_446819_29414.ogg,dat,24.07.1944
619589413_440910_440911_31981,/train/date/voices/619589413_440910_440911_31981.ogg,dat,24'ün dekabrı ayı.
1043664892_429990_429993_30801,/train/date/voices/1043664892_429990_429993_30801.ogg,dat,18 mart 1983
976055738_447056_447071_30504,/train/date/voices/976055738_447056_447071_30504.ogg,dat,21 маи 1995
671891258_471950_471958_31785,/train/date/voices/671891258_471950_471958_31785.ogg,dat,13'nin April ayı
341881303_438474_438477_28125,/train/date/voices/341881303_438474_438477_28125.ogg,dat,919. ile Niyavların 18.
1082554792_460724_460731_29641,/train/date/voices/1082554792_460724_460731_29641.ogg,dat,30 noli 7.931
976055738_446251_446256_28756,/train/date/voices/976055738_446251_446256_28756.ogg,dat,Oktyabr 1931-ci il
1297961140_461466_461469_29476,/train/date/voices/1297961140_461466_461469_29476.ogg,dat,28.03.2021
539261624_456632_456637_29971,/train/date/voices/539261624_456632_456637_29971.ogg,dat,26.02.2016
1268975918_425931_425932_29241,/train/date/voices/1268975918_425931_425932_29241.ogg,dat,21.02.1995
1878274529_450593_450599_30620,/train/date/voices/1878274529_450593_450599_30620.ogg,dat,23 dekabr 1961
954206432_424341_424342_31582,/train/date/voices/954206432_424341_424342_31582.ogg,dat,98-ci noyabr ayı
5028632961_419924_419925_30141,/train/date/voices/5028632961_419924_419925_30141.ogg,dat,15.05.1986
828296631_457721_457727_31128,/train/date/voices/828296631_457721_457727_31128.ogg,dat,16 İYUN 2004
341881303_442393_442394_31383,/train/date/voices/341881303_442393_442394_31383.ogg,dat,73. Oktavrayı.
671891258_469073_469082_29326,/train/date/voices/671891258_469073_469082_29326.ogg,dat,23.04.2016
671891258_472979_472992_31406,/train/date/voices/671891258_472979_472992_31406.ogg,dat,75'in April ayı.
1082554792_479494_479502_30513,/train/date/voices/1082554792_479494_479502_30513.ogg,dat,2 fevral 1978
1229817727_454321_454339_27478,/train/date/voices/1229817727_454321_454339_27478.ogg,dat,1965-ci ilin avqustun 26-su
1043664892_428839_428840_27725,/train/date/voices/1043664892_428839_428840_27725.ogg,dat,6 декабря 1988 года
640339050_466004_466017_27424,/train/date/voices/640339050_466004_466017_27424.ogg,dat,1998-ci ilin iyulun 16-sı
619589413_437150_437154_29895,/train/date/voices/619589413_437150_437154_29895.ogg,dat,21.06.2018
568204248_438496_438499_28006,/train/date/voices/568204248_438496_438499_28006.ogg,dat,1954-cü ilin oktyabr 15-ci
1878274529_449788_449795_30223,/train/date/voices/1878274529_449788_449795_30223.ogg,dat,19 Yanvar 1905
1013880018_470525_470543_27334,/train/date/voices/1013880018_470525_470543_27334.ogg,dat,1969-ыншы илін маин 29-ы.
815993798_451744_451753_32005,/train/date/voices/815993798_451744_451753_32005.ogg,dat,27-nin fevralı ayı
2016758610_468974_468979_28976,/train/date/voices/2016758610_468974_468979_28976.ogg,dat,Mayın 28-ci 2017-ci il
5591209497_451827_451832_27532,/train/date/voices/5591209497_451827_451832_27532.ogg,dat,2009-ғын күйін Мартын 12-сі
976055738_447747_447761_27612,/train/date/voices/976055738_447747_447761_27612.ogg,dat,2005. Mart 28.
341881303_442442_442445_30347,/train/date/voices/341881303_442442_442445_30347.ogg,dat,26 Noyabur 1954
539261624_463055_463064_30449,/train/date/voices/539261624_463055_463064_30449.ogg,dat,21 oktyabr 1986
1268975918_426232_426233_28030,/train/date/voices/1268975918_426232_426233_28030.ogg,dat,2018-ci ilin oktyabrın 21-i
5591209497_454230_454232_29499,/train/date/voices/5591209497_454230_454232_29499.ogg,dat,06.02.2010
713611046_458298_458305_30911,/train/date/voices/713611046_458298_458305_30911.ogg,dat,4 apri 1998
1347919237_484642_484647_29123,/train/date/voices/1347919237_484642_484647_29123.ogg,dat,YOLUN 8-İ 2008-Cİ YIL
1297961140_461424_461426_31889,/train/date/voices/1297961140_461424_461426_31889.ogg,dat,71'in aprel ayı
763941567_460304_460325_32109,/train/date/voices/763941567_460304_460325_32109.ogg,dat,89. september
763941567_431621_431624_31541,/train/date/voices/763941567_431621_431624_31541.ogg,dat,Grych uczą waraje.
5196964268_423342_423343_27199,/train/date/voices/5196964268_423342_423343_27199.ogg,dat,1978-ci ilin avqustun 29-cu
341881303_440453_440459_28222,/train/date/voices/341881303_440453_440459_28222.ogg,dat,Gelin 8'i 1983. yıl.
1082554792_475214_475258_31379,/train/date/voices/1082554792_475214_475258_31379.ogg,dat,62'nin Dekabra'yı
892642911_472196_472210_28207,/train/date/voices/892642911_472196_472210_28207.ogg,dat,İl'in 15'i 1955. yıl.
1043664892_430262_430263_28417,/train/date/voices/1043664892_430262_430263_28417.ogg,dat,〈아프리카 23916〉
539261624_453758_453764_31378,/train/date/voices/539261624_453758_453764_31378.ogg,dat,33-ün İULAYI
809763511_442888_442889_29500,/train/date/voices/809763511_442888_442889_29500.ogg,dat,0.11.1919
1043664892_444802_444803_29337,/train/date/voices/1043664892_444802_444803_29337.ogg,dat,20.02.1969
1013880018_471800_471825_29587,/train/date/voices/1013880018_471800_471825_29587.ogg,dat,0801 1919
1009209372_484496_484497_28415,/train/date/voices/1009209372_484496_484497_28415.ogg,dat,28 29 20 21
713611046_481594_481613_29535,/train/date/voices/713611046_481594_481613_29535.ogg,dat,17.07.1910
1082554792_479148_479159_28768,/train/date/voices/1082554792_479148_479159_28768.ogg,dat,"Но я уже не знаю, что мне делать."
910545275_414897_414898_31038,/train/date/voices/910545275_414897_414898_31038.ogg,dat,26 АКТИЯБЫР 1996
640339050_466909_466929_27582,/train/date/voices/640339050_466909_466929_27582.ogg,dat,1924. ilin iyunun 24'ü
815993798_475199_475210_30757,/train/date/voices/815993798_475199_475210_30757.ogg,dat,24 avqust 1957
892642911_424219_424220_28543,/train/date/voices/892642911_424219_424220_28543.ogg,dat,"Yanvarın 3-cü, 1943-cü il"
860296669_430941_430942_29956,/train/date/voices/860296669_430941_430942_29956.ogg,dat,"18, 42, 21, 10"
619589413_440862_440863_30033,/train/date/voices/619589413_440862_440863_30033.ogg,dat,17.05.2010
809763511_480406_480424_31282,/train/date/voices/809763511_480406_480424_31282.ogg,dat,64'ün fevral ayı
1297961140_460320_460328_32041,/train/date/voices/1297961140_460320_460328_32041.ogg,dat,28-in yul bayı
314849420_422341_422344_28225,/train/date/voices/314849420_422341_422344_28225.ogg,dat,"Yılın 22'si, 2011. yıl."
1082554792_448736_448742_28862,/train/date/voices/1082554792_448736_448742_28862.ogg,dat,Февралын 16-ы 1943-ді ил.
5591209497_457502_457533_31161,/train/date/voices/5591209497_457502_457533_31161.ogg,dat,91-ін сентябыр айы
1347919237_478700_478722_30011,/train/date/voices/1347919237_478700_478722_30011.ogg,dat,"0, 1, 11, 3, 0"
910545275_415797_415798_27782,/train/date/voices/910545275_415797_415798_27782.ogg,dat,Şemin 17'nin Zeynep'in İon'un 15'i.
1268975918_426647_426648_30555,/train/date/voices/1268975918_426647_426648_30555.ogg,dat,31 May 1930
705098248_420904_420908_31496,/train/date/voices/705098248_420904_420908_31496.ogg,dat,Къщокузен сентябро е.
568204248_435003_435004_29901,/train/date/voices/568204248_435003_435004_29901.ogg,dat,05.07.1941
1269496718_442357_442360_30244,/train/date/voices/1269496718_442357_442360_30244.ogg,dat,1 APRIL 1929
860296669_448547_448556_30838,/train/date/voices/860296669_448547_448556_30838.ogg,dat,25 октября 1990
314849420_476528_476548_27368,/train/date/voices/314849420_476528_476548_27368.ogg,dat,1942-ci ilin səntyabrın 18-ci
892642911_418019_418020_29281,/train/date/voices/892642911_418019_418020_29281.ogg,dat,08.06.1946
1082554792_485416_485487_30752,/train/date/voices/1082554792_485416_485487_30752.ogg,dat,17 Yanvar 1921
815993798_457330_457337_31333,/train/date/voices/815993798_457330_457337_31333.ogg,dat,2003 yılın ayı
1347919237_484820_484823_31917,/train/date/voices/1347919237_484820_484823_31917.ogg,dat,14. Dekabray
527731854_466635_466642_30051,/train/date/voices/527731854_466635_466642_30051.ogg,dat,02081929
426881765_455519_455537_31307,/train/date/voices/426881765_455519_455537_31307.ogg,dat,94-dün yanvar ayı
5028632961_419291_419292_29396,/train/date/voices/5028632961_419291_419292_29396.ogg,dat,25.06.2005
1082554792_482326_482340_28462,/train/date/voices/1082554792_482326_482340_28462.ogg,dat,Avqustun 13-cü 2005-ci il
1082554792_428413_428414_30849,/train/date/voices/1082554792_428413_428414_30849.ogg,dat,10 آگوست 1910
809763511_477957_477970_28682,/train/date/voices/809763511_477957_477970_28682.ogg,dat,İlun 18-ci 1971-ci il
1150481435_414160_414163_27186,/train/date/voices/1150481435_414160_414163_27186.ogg,dat,1996-cı ilin iyunun 23-ü
5440156582_417658_417659_28887,/train/date/voices/5440156582_417658_417659_28887.ogg,dat,fevralın 16'sı 1931. yıl
1878274529_458184_458192_27406,/train/date/voices/1878274529_458184_458192_27406.ogg,dat,1971-ci ilin iyyulun 14-ü.
860296669_467639_467646_28408,/train/date/voices/860296669_467639_467646_28408.ogg,dat,April'in 13'ü 1974. il
892642911_453518_453527_29650,/train/date/voices/892642911_453518_453527_29650.ogg,dat,06.07.1913
1082554792_485920_485923_28809,/train/date/voices/1082554792_485920_485923_28809.ogg,dat,Oktyabr'ın 9.09.1931'in zili.
329749591_486942_486943_31444,/train/date/voices/329749591_486942_486943_31444.ogg,dat,Картофель кузов напоминаю.
619589413_441748_441751_30371,/train/date/voices/619589413_441748_441751_30371.ogg,dat,4 APRIL 1913
713611046_481104_481124_27736,/train/date/voices/713611046_481104_481124_27736.ogg,dat,1951. ilin dekabrın 18'i
809763511_480456_480465_29997,/train/date/voices/809763511_480456_480465_29997.ogg,dat,02.07.1983
568204248_440636_440639_27416,/train/date/voices/568204248_440636_440639_27416.ogg,dat,1963. yılın aprelin ilkisi.
1347919237_484724_484725_29513,/train/date/voices/1347919237_484724_484725_29513.ogg,dat,28.07.1963
1347919237_484301_484304_30525,/train/date/voices/1347919237_484301_484304_30525.ogg,dat,3DK1945
619589413_447804_447812_31697,/train/date/voices/619589413_447804_447812_31697.ogg,dat,49-ғын декабрайы
1051072005_434697_434698_30686,/train/date/voices/1051072005_434697_434698_30686.ogg,dat,14 APRIL 2019
1082554792_448351_448361_29416,/train/date/voices/1082554792_448351_448361_29416.ogg,dat,11.09.2017
568204248_434945_434946_29888,/train/date/voices/568204248_434945_434946_29888.ogg,dat,0707 1944
1051072005_433159_433162_29286,/train/date/voices/1051072005_433159_433162_29286.ogg,dat,30.03.2024
568204248_440213_440214_30055,/train/date/voices/568204248_440213_440214_30055.ogg,dat,01.06.1916
1043664892_430009_430011_30807,/train/date/voices/1043664892_430009_430011_30807.ogg,dat,31 Avgust 1943
763941567_455168_455178_31082,/train/date/voices/763941567_455168_455178_31082.ogg,dat,12 noyabr 1998
1128232293_449383_449394_27307,/train/date/voices/1128232293_449383_449394_27307.ogg,dat,Февраль 1999
671891258_422762_422763_29922,/train/date/voices/671891258_422762_422763_29922.ogg,dat,26.02.2025
1268975918_426370_426371_31236,/train/date/voices/1268975918_426370_426371_31236.ogg,dat,57'nin Mart ayı.
1082554792_482093_482101_30753,/train/date/voices/1082554792_482093_482101_30753.ogg,dat,26 iqil 1983-cü
860296669_436027_436041_31783,/train/date/voices/860296669_436027_436041_31783.ogg,dat,85'in iyum ayı.
828296631_449228_449236_29448,/train/date/voices/828296631_449228_449236_29448.ogg,dat,18.07.1983
1878274529_449334_449346_31179,/train/date/voices/1878274529_449334_449346_31179.ogg,dat,78'in iğnı ayı.
763941567_431252_431255_28641,/train/date/voices/763941567_431252_431255_28641.ogg,dat,انتیاب و 25 اکیمنوچنجو ایل
1128232293_446780_446790_28059,/train/date/voices/1128232293_446780_446790_28059.ogg,dat,1958-ci ilin iyunun 4-dü.
619589413_447733_447738_31686,/train/date/voices/619589413_447733_447738_31686.ogg,dat,27'nin dekabrı ayı
815993798_475410_475416_30874,/train/date/voices/815993798_475410_475416_30874.ogg,dat,15 Yanvar 2011
919361428_429662_429665_30881,/train/date/voices/919361428_429662_429665_30881.ogg,dat,24 iyon 1936
1269496718_431603_431604_30962,/train/date/voices/1269496718_431603_431604_30962.ogg,dat,1 APRİL 1983
426881765_466986_467023_28243,/train/date/voices/426881765_466986_467023_28243.ogg,dat,Bu yanvarın 31'i 1935'inci il
763941567_432509_432514_32127,/train/date/voices/763941567_432509_432514_32127.ogg,dat,25'in Aprila'yı
1268975918_425552_425553_29663,/train/date/voices/1268975918_425552_425553_29663.ogg,dat,18.02.1995
314849420_422403_422404_27770,/train/date/voices/314849420_422403_422404_27770.ogg,dat,1979. ilin 11. aylık
910545275_414802_414803_28369,/train/date/voices/910545275_414802_414803_28369.ogg,dat,Ноябрын 14-і 2006-ынзы ил
713611046_477650_477676_27746,/train/date/voices/713611046_477650_477676_27746.ogg,dat,2014. Ağustos 2019
1347919237_478469_478483_32082,/train/date/voices/1347919237_478469_478483_32082.ogg,dat,16-nın okduya burayı
5196964268_423348_423349_30344,/train/date/voices/5196964268_423348_423349_30344.ogg,dat,30 Ağustos 1915
1082554792_447219_447224_29174,/train/date/voices/1082554792_447219_447224_29174.ogg,dat,08.12.1963
5028632961_419784_419785_29170,/train/date/voices/5028632961_419784_419785_29170.ogg,dat,18.02.1948
5196964268_423011_423012_30158,/train/date/voices/5196964268_423011_423012_30158.ogg,dat,29.05.1954
5591209497_451929_451931_31217,/train/date/voices/5591209497_451929_451931_31217.ogg,dat,87-nin mart ayı
314849420_474893_474907_30539,/train/date/voices/314849420_474893_474907_30539.ogg,dat,24 Avgust 2020
919361428_430186_430187_27879,/train/date/voices/919361428_430186_430187_27879.ogg,dat,2012. Zilin Yanvar'ın 21'i
919361428_429534_429537_31294,/train/date/voices/919361428_429534_429537_31294.ogg,dat,62'nin fevralı ayı
1878274529_461067_461070_28791,/train/date/voices/1878274529_461067_461070_28791.ogg,dat,YÜYÜLÜN 7-SİR 1916-CI İL
1201653758_470893_470941_30281,/train/date/voices/1201653758_470893_470941_30281.ogg,dat,10 апрел 1966
713611046_483200_483209_28433,/train/date/voices/713611046_483200_483209_28433.ogg,dat,Sintiabrın 29'u 1919. il
892642911_476225_476246_27947,/train/date/voices/892642911_476225_476246_27947.ogg,dat,2001. ilin iyunun yedisi
5028632961_421255_421257_31000,/train/date/voices/5028632961_421255_421257_31000.ogg,dat,28 may 1946
1082554792_447682_447690_29508,/train/date/voices/1082554792_447682_447690_29508.ogg,dat,21.09.1998
1082554792_478793_478800_29729,/train/date/voices/1082554792_478793_478800_29729.ogg,dat,30.04.2004
341881303_435598_435605_29509,/train/date/voices/341881303_435598_435605_29509.ogg,dat,06.02.1923
640339050_468010_468016_32097,/train/date/voices/640339050_468010_468016_32097.ogg,dat,46-nın noyabr ayı
1269496718_431567_431568_29518,/train/date/voices/1269496718_431567_431568_29518.ogg,dat,22.09.1980
1347919237_442809_442810_28187,/train/date/voices/1347919237_442809_442810_28187.ogg,dat,SİNTIYABUR 30-U 1915-Cİ İL
815993798_464222_464228_29212,/train/date/voices/815993798_464222_464228_29212.ogg,dat,09031907
1229817727_460008_460027_29919,/train/date/voices/1229817727_460008_460027_29919.ogg,dat,13.06.1924
815993798_453002_453011_30571,/train/date/voices/815993798_453002_453011_30571.ogg,dat,9 Mart 1976
1229817727_461935_462141_28628,/train/date/voices/1229817727_461935_462141_28628.ogg,dat,Mayın 10-u 1977-ci il.
1878274529_426877_426878_29772,/train/date/voices/1878274529_426877_426878_29772.ogg,dat,18.09.1930
1051072005_443948_443949_30956,/train/date/voices/1051072005_443948_443949_30956.ogg,dat,23 may 1958
1013880018_473556_473566_27717,/train/date/voices/1013880018_473556_473566_27717.ogg,dat,1966-cı ilin mayını 12-ci
919361428_432475_432478_28427,/train/date/voices/919361428_432475_432478_28427.ogg,dat,Martın 13-13-cü il
568204248_437350_437353_31595,/train/date/voices/568204248_437350_437353_31595.ogg,dat,70 altının mayayı
5028632961_420605_420608_30749,/train/date/voices/5028632961_420605_420608_30749.ogg,dat,8 dekabr 1965
1297961140_459487_459498_29733,/train/date/voices/1297961140_459487_459498_29733.ogg,dat,29.04.2007
575298922_443247_443249_31188,/train/date/voices/575298922_443247_443249_31188.ogg,dat,73-ün İyul ayı
1229817727_470774_470779_27544,/train/date/voices/1229817727_470774_470779_27544.ogg,dat,1956-cı ilin aprelin ikisi
329749591_486407_486408_29872,/train/date/voices/329749591_486407_486408_29872.ogg,dat,18.07.1972
568204248_437652_437657_29583,/train/date/voices/568204248_437652_437657_29583.ogg,dat,08.10.1978
568204248_436218_436222_32025,/train/date/voices/568204248_436218_436222_32025.ogg,dat,17-nin dekabrayı
1878274529_460926_460930_29577,/train/date/voices/1878274529_460926_460930_29577.ogg,dat,11.11.1906
568204248_434891_434892_27657,/train/date/voices/568204248_434891_434892_27657.ogg,dat,1972. Yılın Mayın 3'ü
1043664892_430592_430593_29567,/train/date/voices/1043664892_430592_430593_29567.ogg,dat,25.03.1954
5591209497_456250_456261_27605,/train/date/voices/5591209497_456250_456261_27605.ogg,dat,1996-ын апрелін 12-сі
1082554792_460944_461162_28436,/train/date/voices/1082554792_460944_461162_28436.ogg,dat,"Ноябрь 16, 1985"
1013880018_470559_470587_31895,/train/date/voices/1013880018_470559_470587_31895.ogg,dat,23. April ayı
815993798_457556_457560_30692,/train/date/voices/815993798_457556_457560_30692.ogg,dat,3. Yıl 1945
539261624_460165_460175_27240,/train/date/voices/539261624_460165_460175_27240.ogg,dat,2008-ci ilin oktabr 31-i
1201653758_464594_464598_31616,/train/date/voices/1201653758_464594_464598_31616.ogg,dat,55'in Noyabırayı
809763511_483245_483250_28686,/train/date/voices/809763511_483245_483250_28686.ogg,dat,İNUN 25-İN 1923-Cİ
619589413_437087_437092_28211,/train/date/voices/619589413_437087_437092_28211.ogg,dat,Yanvar'ın 12'si 1901. il
5028632961_421502_421503_30451,/train/date/voices/5028632961_421502_421503_30451.ogg,dat,10 avqust 1965
1347919237_485200_485207_29455,/train/date/voices/1347919237_485200_485207_29455.ogg,dat,20.09.1963
1043664892_429416_429417_31173,/train/date/voices/1043664892_429416_429417_31173.ogg,dat,2 августа
1268975918_426492_426493_27269,/train/date/voices/1268975918_426492_426493_27269.ogg,dat,"1945-і үйін, иуну 21-і."
976055738_447762_447775_31116,/train/date/voices/976055738_447762_447775_31116.ogg,dat,27 Mart 2024
568204248_439623_439625_28317,/train/date/voices/568204248_439623_439625_28317.ogg,dat,Mayın biri 1957-ci il
568204248_438914_438917_28016,/train/date/voices/568204248_438914_438917_28016.ogg,dat,1918-ci ilin oktyabrın 30-cu
1297961140_461709_461713_30330,/train/date/voices/1297961140_461709_461713_30330.ogg,dat,14 아우스 1931.
1878274529_428017_428018_28940,/train/date/voices/1878274529_428017_428018_28940.ogg,dat,Yanvarın 23-ü 2015-ci il.
1878274529_426879_426880_31040,/train/date/voices/1878274529_426879_426880_31040.ogg,dat,7 avqust 1907
568204248_440406_440409_31786,/train/date/voices/568204248_440406_440409_31786.ogg,dat,Әлілетінің февралыа
671891258_428143_428144_30086,/train/date/voices/671891258_428143_428144_30086.ogg,dat,010-2009-06
1043664892_428885_428886_27328,/train/date/voices/1043664892_428885_428886_27328.ogg,dat,1987. Dekabrın 21'i
1013880018_467045_467059_30616,/train/date/voices/1013880018_467045_467059_30616.ogg,dat,دو کس مارچ میں دو کس کر
912272968_436871_436881_30578,/train/date/voices/912272968_436871_436881_30578.ogg,dat,3 декабыр 1940
